,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,-0.0,15.83936177703454,16.458626646131133,15.712576879085907,11.04339522455916,12.485172709835183,21.88248993692859,13.231890854699735,19.623207224090326,18.5445375517625,26.65550120384089,13.365496276979655,15.078917037749862,22.032085119602332,21.523535159180245,20.627839929841752,20.753198758431914,7.842074043982707,15.853314632023533,15.845876490457407,15.155609135032837,14.806656908671181,9.680057712675474,20.565600347705672,17.574943861961575,17.18632273529455,28.85363931275399,24.79411136639313,24.905984669116666,18.862605309632464,20.838175300578634,19.755311938062192,20.542386836649452,10.189366269641827,18.512903187324937,18.07670169160415,19.99944816014799,11.766296192572716,10.406004248560702,17.269190882910223,22.92832337950825,27.264776747252846,37.70714547684371,18.148113991763868,30.669023944729975,23.11869027405937,17.760197862831085,17.662204044095414,10.515853158949099
1,15.83936177703454,-0.0,21.78550583723497,10.443857697523612,24.462418881102742,26.364318053908537,28.3073923173262,27.297908054058823,22.567536289744837,24.422804204444837,27.49364153528272,16.648165054965684,24.998156397885698,24.73984416158856,25.27856963894053,29.916479600505046,36.123741844246126,16.355498764693056,21.57735655794394,15.146802593221437,30.654846156483313,26.812351902136406,13.628722438013268,21.76926442187142,30.195293890928433,20.64017549320056,33.50811263074942,26.778726392610107,22.396220985352677,22.19835495293711,28.277403594181227,25.47461704813669,15.881886203142594,15.923276643303383,31.62094399495689,20.659262409943516,27.412629524096033,13.500307305273193,21.200699360529015,29.422221874920428,18.557540900784364,26.31482507597427,40.604103613821856,20.48212613828031,32.7404127325647,28.725954191985444,17.674793819310867,19.510644700633467,18.323995361985
2,16.458626646131133,21.78550583723497,-0.0,25.06858758298655,24.811319774947908,16.12862305460288,19.110837713167992,22.57851884143706,17.457645041953604,26.962281410045016,14.622154635145208,9.46535067443392,23.099913590724704,23.820891867336623,18.1327812196039,24.268247733146417,15.943770338617373,10.926193250305856,15.391782672933976,16.789039516102815,23.529302385507478,18.44695192273534,13.655364691578878,23.372516735113408,24.59363818296171,17.970997310574354,25.238371652405892,20.790996071650703,16.4532202260263,17.228288348524963,12.956133019580486,19.74020261829662,20.14790258916562,21.597056033905627,13.684884536460887,17.28222518955036,15.266958263447298,20.907338975689132,16.66193844824483,20.052592328106808,18.01435062743888,20.51859005866945,36.4934955176256,14.963497382137161,23.831407050622175,19.061072226149825,17.611964225511855,11.848897833165294,14.797257534468963
3,15.712576879085907,10.443857697523612,25.06858758298655,-0.0,17.089393221968496,13.291119536760574,13.625521352942995,15.097154034896061,13.48551837605927,22.26247215363498,18.907120780835083,13.180839725027301,22.834316940191588,21.04559959308345,11.279670743852632,21.840527099938964,27.05215825447836,10.672631528399645,18.063111156577413,8.70601362295837,16.5401562297894,10.846508122753098,12.574236262121365,14.51530715811193,21.60239728777985,16.675092197788725,22.68108451992459,15.962199994352448,15.012379032503892,18.587698064527505,18.809769472684035,20.17975348892479,17.92124940172316,13.798508046105097,21.976976160091233,11.75170934689764,14.574763209274368,11.930442021373445,11.66819766904601,14.783669366282277,17.56861247788598,16.186793860925885,23.656281589086472,12.428388262053478,20.770286973081856,20.88394939300081,13.06629686079227,16.676585211963648,16.347715104921136
4,11.04339522455916,24.462418881102742,24.811319774947908,17.089393221968496,-0.0,16.860145499431216,21.02775677974069,14.594445807298067,24.02264544660936,20.23128092136397,24.227814354534285,14.864971905646359,19.339513551059124,20.86812399192618,18.337633241761065,16.650674233426383,21.769350088043907,7.873729008331581,19.385875581984426,16.199608453499117,16.137808978397523,15.538514480531521,15.363171940938866,25.83523076721555,15.621973309875717,20.850311423382767,24.509380458872002,24.34565606361806,28.383412074608202,20.847423933074342,20.429943985427514,25.705100219310403,25.704686735035487,14.919133383651571,24.353411636722008,21.921518007946915,14.146207817669424,14.027882857599682,10.313272517358175,10.331808044760797,24.57169711600214,30.382976853450266,40.31307646252638,22.491152868277627,28.982636270626276,22.883831241262968,17.254379415037125,15.078381563000265,18.26536145363458
5,12.485172709835183,26.364318053908537,16.12862305460288,13.291119536760574,16.860145499431216,-0.0,18.71243293879405,13.54322740557174,15.868335184472551,23.169517629168965,18.607768926158997,16.909899919028053,29.828057260419218,26.237997903314486,20.881171358195523,25.569925365330747,25.530243658426805,16.115317558024874,20.0926656260134,14.002708903228525,14.199859221621628,11.451228588935166,11.562078000863846,28.13501603371088,19.658170441421714,23.673300257871155,30.100686295630556,15.36353848333152,28.48677745453838,20.413487235837835,15.829222818990505,30.751625031625583,18.253375206737616,19.00497488203248,9.872843220898025,16.233072171546613,16.59134729759545,9.09557987201824,11.866812800193038,13.322591310945684,26.649767405048955,23.094934785767872,22.43301384150741,14.568227485261879,25.295955927668736,21.23340496328525,20.273655442118443,24.155821156483956,22.2213943458215
6,21.88248993692859,28.3073923173262,19.110837713167992,13.625521352942995,21.02775677974069,18.71243293879405,-0.0,29.89466247365488,14.466625622136016,23.72810135048411,25.7466588468462,8.99788425546892,31.77208037962568,26.124334185907536,13.680778678030535,18.30260930410192,26.494798093218325,20.403851969340675,22.254420330647402,10.865067147176882,25.103283524012255,16.96101473824173,16.01451571668541,30.23949046353538,24.763074405605572,26.23359950939058,19.339427274603015,17.250875628402135,22.67226542383875,17.048111142987295,18.124080494942024,30.69352788150845,27.293795214742644,14.940617873782221,18.617883696657273,17.660280390372353,27.595463775566174,25.0327840699739,17.66620849524149,21.677440432718292,18.48504210804879,15.002783760210983,20.505176688845623,12.914953027831475,18.48129316824431,21.277408093750722,18.30097362653001,16.76288843871103,23.556715246371517
7,13.231890854699735,27.297908054058823,22.57851884143706,15.097154034896061,14.594445807298067,13.54322740557174,29.89466247365488,-0.0,22.755242494653384,24.973790590612115,13.309392436347599,18.3233859859012,19.291550629771706,19.50560064706094,29.104963963809798,21.282096596796038,24.089251655523384,12.415622400950838,18.003936901235768,16.868123547995243,14.105494180932858,15.390439902648673,19.435107306310538,25.599864182510142,20.3630028503021,21.979447281399334,31.42074039017793,28.264345159796374,32.34606744253442,21.620957643615778,19.10888434816695,21.79417177665928,25.475972133718237,17.5733071853943,14.849043723567883,18.56999171129445,15.913146548188957,15.572373654044954,10.323915601190729,21.254164250508563,34.983055894619554,29.720792093651443,30.29549642613504,23.87474669994327,37.75558308586693,29.224832889518655,26.506728918225967,23.30548404065318,13.672941417876327
8,19.623207224090326,22.567536289744837,17.457645041953604,13.48551837605927,24.02264544660936,15.868335184472551,14.466625622136016,22.755242494653384,-0.0,14.401961724758838,19.62447385363513,7.534627824295102,18.371127231373535,13.3961402602574,15.084122042805944,11.897053661524339,30.690724291201008,18.657490344565044,16.75296311540026,17.87621084817081,21.256694612611728,16.894594469262692,17.705357253753924,21.32206008343765,17.798806033550356,17.20259435621459,18.37264242491191,19.73451948413448,13.056829208941114,15.380442740696921,16.470548547247503,17.15672252597069,26.863295464879005,14.010039602066296,10.960802836728714,7.816359348830688,15.472401395918626,16.20253858971961,11.863613418016227,27.203086169259326,14.251137595809263,9.550030478652875,16.589194488656197,13.827436549290438,16.433912380540274,9.457650158246912,12.378627735145276,19.459399593302827,18.21877177501797
9,18.5445375517625,24.422804204444837,26.962281410045016,22.26247215363498,20.23128092136397,23.169517629168965,23.72810135048411,24.973790590612115,14.401961724758838,-0.0,38.475959245464594,17.843755294918985,14.761124938177067,21.34172905371789,15.163354050357327,10.599576361739464,38.25942507237189,20.02724988282973,26.99388723596948,26.55459577013877,15.914196481809157,18.523937306715933,17.544162197567513,20.40528168350256,17.86506266218809,17.209130997381028,11.304312032630111,17.87532824589975,11.729147057575288,18.87385618740596,16.776644408810046,17.25721565166863,35.42197685433825,9.248706345220235,22.24890692252742,15.633724435270251,21.14308045855467,17.830763105148367,12.223488226932949,30.07090193389415,8.455577812420252,12.137225000473585,12.76085407734673,19.31498864582713,12.008183265659598,14.661542635971399,15.681068826631867,28.132502102773532,20.584497381692408
