avg,cen
181.83656249999999,175.63
181.93937499999998,168.91
178.6075,167.18
176.43187500000002,162.46
171.9178125,162.43
170.96781249999998,161.62
193.703125,185.99
206.49812499999996,196.73
218.69968749999998,211.83
237.31875000000002,239.86
256.32187500000003,283.45
293.6571875,299.19
321.47125,310.85
336.07843749999995,333.59
342.4215625000001,342.25
337.15874999999994,335.14
332.69374999999997,333.59
315.0209375,299.61
287.9534375,293.52
269.60656249999994,286.3
261.30906250000004,275.04
247.55499999999998,253.94
229.62343750000002,246.37
200.79562500000003,211.8
