avg,cen
42.98142857142857,42.12
44.120952380952374,41.98
43.95714285714286,42.27
43.55619047619047,42.19
43.62047619047618,41.61
43.02285714285714,41.95
41.99428571428571,41.78
43.372380952380944,41.9
44.558571428571426,42.56
50.42666666666667,45.03
52.29619047619047,46.15
49.74809523809524,47.09
51.921904761904756,48.13
54.92428571428573,49.23
53.39380952380954,49.66
52.82238095238094,48.77
54.030476190476186,47.58
51.135238095238094,47.49
47.08285714285714,45.95
44.841904761904765,41.65
44.28095238095238,41.76
43.77428571428571,41.66
43.651428571428575,41.91
42.90761904761905,41.87
