avg,cen
270.36533333333335,267.07
267.07933333333335,266.73
263.8846666666667,263.07
261.818,259.94
259.7646666666667,260.44
261.5733333333333,261.72
287.7606666666667,288.58
285.5873333333333,289.56
285.1546666666666,284.81
288.31266666666664,289.62
291.17199999999997,290.02
292.93933333333337,290.62
295.628,292.84
296.034,290.83
296.89,295.1
297.37600000000003,293.61
299.56199999999995,298.76
302.056,300.05
301.77133333333336,300.49
303.522,301.16
302.88466666666665,302.62
295.8866666666666,299.61
290.9066666666667,295.01
281.94733333333335,281.15
