p,k,db,cp,sp,gyh_db,gyh_cp,gyh_sp,zb,exemplars,labels
-23.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-24.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-25.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-26.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-27.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-28.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-29.7,4,1.2565144919404638,7.564767998976452,27.300535641038817,1.0,1.0,0.24907643121752931,0.8122691078043823,[ 9 17 18 19],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17 19 18]
-30.7,3,0.5817321397683372,6.718147632485459,29.556811072082667,0.46297288531066205,0.8880837632290185,0.06988482864976578,0.4709785906250271,[ 9 17 18],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17  9 18]
-31.7,3,0.5817321397683372,6.718147632485459,29.556811072082667,0.46297288531066205,0.8880837632290185,0.06988482864976578,0.4709785906250271,[ 9 17 18],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17  9 18]
-32.7,2,0.3362459817094433,5.017646027934435,29.845091396632842,0.267602151719055,0.6632914622911563,0.04698983425584022,0.3113713999962766,[ 9 17],[ 9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9 17  9  9]
