,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.0,24.887916058101688,19.46796670664572,11.210606858111118,16.653635813712278,14.622301071674892,28.88847542368587,36.302318411860455,14.383803313009558,11.202877188694787,22.013278699785598,24.04345774725418
1,24.887916058101688,-0.0,30.018399317140528,14.950157571029267,33.607004778229836,13.87412231623779,24.23728455730956,43.05674973669816,26.3799030164837,23.094471383628022,35.436918511717145,19.330766745174984
2,19.46796670664572,30.018399317140528,-0.0,17.505411434390638,14.938260059384254,26.17823645141229,19.921227345851086,25.210715419856747,12.744138285762949,16.11729578720141,18.102289156127135,30.01654865406521
3,11.210606858111118,14.950157571029267,17.505411434390638,-0.0,10.73896759071611,17.76742561513698,9.24705854604602,33.219741654095486,9.556481975305802,6.594947675977609,14.542653305638224,12.970503239506128
4,16.653635813712278,33.607004778229836,14.938260059384254,10.73896759071611,-0.0,24.939713903437596,8.535551440465568,15.389698853000187,9.878781866663033,6.42435354408044,4.38025892524913,22.654292204624532
5,14.622301071674892,13.87412231623779,26.17823645141229,17.76742561513698,24.939713903437596,-0.0,21.207485694555892,29.369830681164895,20.81013629333887,21.88038168784694,13.832856969984832,14.460952525298458
6,28.88847542368587,24.23728455730956,19.921227345851086,9.24705854604602,8.535551440465568,21.207485694555892,-0.0,22.39118046929152,14.113305713608277,11.049556130803666,9.43813539049501,19.330243941086533
7,36.302318411860455,43.05674973669816,25.210715419856747,33.219741654095486,15.389698853000187,29.369830681164895,22.39118046929152,-0.0,21.497512392026763,24.932078021248508,17.86216928187794,28.498009865474
8,14.383803313009558,26.3799030164837,12.744138285762949,9.556481975305802,9.878781866663033,20.81013629333887,14.113305713608277,21.497512392026763,-0.0,6.126133602247902,11.51129552705053,16.594122843938354
9,11.202877188694787,23.094471383628022,16.11729578720141,6.594947675977609,6.42435354408044,21.88038168784694,11.049556130803666,24.932078021248508,6.126133602247902,-0.0,9.140266759498942,15.48603290996825
10,22.013278699785598,35.436918511717145,18.102289156127135,14.542653305638224,4.38025892524913,13.832856969984832,9.43813539049501,17.86216928187794,11.51129552705053,9.140266759498942,-0.0,21.46895256759888
11,24.04345774725418,19.330766745174984,30.01654865406521,12.970503239506128,22.654292204624532,14.460952525298458,19.330243941086533,28.498009865474,16.594122843938354,15.48603290996825,21.46895256759888,-0.0
