avg,cen
58.31916666666666,66.51
30.68166666666667,37.43
25.305000000000003,27.75
24.049166666666665,21.44
33.836666666666666,19.51
43.13083333333333,50.0
36.19916666666666,41.51
29.539999999999996,16.2
42.515833333333326,38.27
71.14666666666666,84.12
109.07583333333332,112.78
146.1966666666667,159.51
176.7166666666667,165.28
191.88750000000005,188.17
193.125,170.0
196.40833333333333,209.72
182.4175,193.84
164.735,187.64
141.05166666666668,157.54
117.05250000000001,137.75
112.81916666666666,137.75
101.78916666666665,110.56
90.64083333333333,115.28
76.4525,76.16
