0,time,week
14.96,2019-04-19 00:00:00,5
14.19,2019-04-19 01:00:00,5
13.34,2019-04-19 02:00:00,5
13.77,2019-04-19 03:00:00,5
13.9,2019-04-19 04:00:00,5
13.88,2019-04-19 05:00:00,5
15.27,2019-04-19 06:00:00,5
14.83,2019-04-19 07:00:00,5
16.67,2019-04-19 08:00:00,5
17.27,2019-04-19 09:00:00,5
18.76,2019-04-19 10:00:00,5
20.32,2019-04-19 11:00:00,5
22.74,2019-04-19 12:00:00,5
24.31,2019-04-19 13:00:00,5
25.55,2019-04-19 14:00:00,5
27.72,2019-04-19 15:00:00,5
29.95,2019-04-19 16:00:00,5
28.14,2019-04-19 17:00:00,5
25.6,2019-04-19 18:00:00,5
22.64,2019-04-19 19:00:00,5
21.98,2019-04-19 20:00:00,5
20.69,2019-04-19 21:00:00,5
19.78,2019-04-19 22:00:00,5
17.29,2019-04-19 23:00:00,5
14.8,2019-04-22 00:00:00,1
14.49,2019-04-22 01:00:00,1
13.23,2019-04-22 02:00:00,1
13.61,2019-04-22 03:00:00,1
13.34,2019-04-22 04:00:00,1
13.35,2019-04-22 05:00:00,1
14.44,2019-04-22 06:00:00,1
15.77,2019-04-22 07:00:00,1
15.61,2019-04-22 08:00:00,1
16.48,2019-04-22 09:00:00,1
17.29,2019-04-22 10:00:00,1
17.71,2019-04-22 11:00:00,1
19.16,2019-04-22 12:00:00,1
20.08,2019-04-22 13:00:00,1
21.51,2019-04-22 14:00:00,1
21.15,2019-04-22 15:00:00,1
22.74,2019-04-22 16:00:00,1
22.19,2019-04-22 17:00:00,1
21.0,2019-04-22 18:00:00,1
20.66,2019-04-22 19:00:00,1
19.11,2019-04-22 20:00:00,1
17.02,2019-04-22 21:00:00,1
17.25,2019-04-22 22:00:00,1
16.1,2019-04-22 23:00:00,1
15.05,2019-04-23 00:00:00,2
14.53,2019-04-23 01:00:00,2
14.52,2019-04-23 02:00:00,2
13.48,2019-04-23 03:00:00,2
13.99,2019-04-23 04:00:00,2
14.16,2019-04-23 05:00:00,2
12.79,2019-04-23 06:00:00,2
14.22,2019-04-23 07:00:00,2
14.78,2019-04-23 08:00:00,2
16.9,2019-04-23 09:00:00,2
17.9,2019-04-23 10:00:00,2
17.5,2019-04-23 11:00:00,2
18.1,2019-04-23 12:00:00,2
19.41,2019-04-23 13:00:00,2
20.76,2019-04-23 14:00:00,2
19.78,2019-04-23 15:00:00,2
19.57,2019-04-23 16:00:00,2
19.98,2019-04-23 17:00:00,2
17.9,2019-04-23 18:00:00,2
16.72,2019-04-23 19:00:00,2
16.61,2019-04-23 20:00:00,2
15.85,2019-04-23 21:00:00,2
16.04,2019-04-23 22:00:00,2
14.65,2019-04-23 23:00:00,2
14.17,2019-04-24 00:00:00,3
14.3,2019-04-24 01:00:00,3
13.27,2019-04-24 02:00:00,3
13.87,2019-04-24 03:00:00,3
12.91,2019-04-24 04:00:00,3
16.03,2019-04-24 05:00:00,3
17.26,2019-04-24 06:00:00,3
18.77,2019-04-24 07:00:00,3
21.57,2019-04-24 08:00:00,3
22.1,2019-04-24 09:00:00,3
23.75,2019-04-24 10:00:00,3
25.18,2019-04-24 11:00:00,3
24.76,2019-04-24 12:00:00,3
27.97,2019-04-24 13:00:00,3
27.74,2019-04-24 14:00:00,3
42.72,2019-04-24 15:00:00,3
48.33,2019-04-24 16:00:00,3
35.2,2019-04-24 17:00:00,3
23.61,2019-04-24 18:00:00,3
21.4,2019-04-24 19:00:00,3
21.25,2019-04-24 20:00:00,3
16.97,2019-04-24 21:00:00,3
17.29,2019-04-24 22:00:00,3
16.27,2019-04-24 23:00:00,3
15.06,2019-04-25 00:00:00,4
15.06,2019-04-25 01:00:00,4
14.76,2019-04-25 02:00:00,4
14.64,2019-04-25 03:00:00,4
14.73,2019-04-25 04:00:00,4
14.55,2019-04-25 05:00:00,4
14.75,2019-04-25 06:00:00,4
15.1,2019-04-25 07:00:00,4
16.22,2019-04-25 08:00:00,4
18.3,2019-04-25 09:00:00,4
19.21,2019-04-25 10:00:00,4
19.84,2019-04-25 11:00:00,4
22.44,2019-04-25 12:00:00,4
23.29,2019-04-25 13:00:00,4
24.49,2019-04-25 14:00:00,4
26.55,2019-04-25 15:00:00,4
26.95,2019-04-25 16:00:00,4
28.62,2019-04-25 17:00:00,4
25.82,2019-04-25 18:00:00,4
24.39,2019-04-25 19:00:00,4
23.01,2019-04-25 20:00:00,4
19.22,2019-04-25 21:00:00,4
19.11,2019-04-25 22:00:00,4
17.11,2019-04-25 23:00:00,4
16.24,2019-04-26 00:00:00,5
15.89,2019-04-26 01:00:00,5
15.85,2019-04-26 02:00:00,5
14.3,2019-04-26 03:00:00,5
14.35,2019-04-26 04:00:00,5
14.51,2019-04-26 05:00:00,5
14.5,2019-04-26 06:00:00,5
14.85,2019-04-26 07:00:00,5
17.73,2019-04-26 08:00:00,5
19.14,2019-04-26 09:00:00,5
19.91,2019-04-26 10:00:00,5
22.18,2019-04-26 11:00:00,5
23.03,2019-04-26 12:00:00,5
25.64,2019-04-26 13:00:00,5
27.14,2019-04-26 14:00:00,5
27.46,2019-04-26 15:00:00,5
30.0,2019-04-26 16:00:00,5
