,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-0.0,5.418091078491794,24.19994828714966,6.671395505042543,19.09736548364694,24.060653283854286,30.329974011199045,16.850505115446694,8.816233463025743,6.9259873353201415,7.505200110008718,19.853558124585433,17.72525793779084,22.73504184735938,21.760530205989365,22.7045229708786,9.087746574749103,14.084137895437305,12.086912754783148,17.23675866099884,16.108685503959265,24.648522445718474
1,5.418091078491794,-0.0,23.741198535842614,8.979296417039802,13.828032343021938,23.01140821177257,30.685525962006302,12.597977127042006,9.830688257799343,7.6156296182904795,8.806086601548657,15.768008752093312,13.711989472418255,23.12882540477327,15.07179663487428,17.88212826285454,6.5345717975560635,25.291449634197924,10.198422984355656,17.42027993925623,15.562596443364978,27.06341349563104
2,24.19994828714966,23.741198535842614,-0.0,15.321129650359726,15.966031587049837,25.990142936042243,35.78151015875201,29.638518735825247,28.258522558371443,25.61269158221879,28.41543693420425,26.585732984892186,27.250791992724395,29.82513745799234,33.377894256999035,32.69186524942326,27.71483276129204,17.843920902656052,20.682822034756217,20.235531046777396,18.76487441644829,40.96215533490648
3,6.671395505042543,8.979296417039802,15.321129650359726,-0.0,12.209964970880211,18.288055685729393,20.408518361780377,19.273883905974706,5.002712459871053,4.717305762062349,6.0764362325417185,17.72787240614481,14.90971065212975,15.04667727610107,15.461330002445212,13.998118006762164,7.8169584564723795,14.703513239409244,13.970927218517977,11.768183922078537,10.739709475361732,24.775806505855122
4,19.09736548364694,13.828032343021938,15.966031587049837,12.209964970880211,-0.0,17.046998781981344,21.383860614146325,18.536722587261213,16.979920680641776,17.33681642378225,19.895833746914096,14.568891166006628,18.23726542419555,22.35678509169291,18.559829083078718,20.735897559472434,17.815594447048685,35.81975035827328,21.506060893860724,12.607993525786336,11.318408515018762,16.81108363916954
5,24.060653283854286,23.01140821177257,25.990142936042243,18.288055685729393,17.046998781981344,-0.0,5.374741977845569,20.63769231784838,16.169568343768034,19.19355134486214,21.08714393096795,3.5292510925191887,9.961426051944853,15.954261867202451,9.221290218800373,10.053983309118152,16.516510371696608,27.43599825047016,27.894043523005916,6.370690267008377,6.956219194840312,12.226520279647861
6,30.329974011199045,30.685525962006302,35.78151015875201,20.408518361780377,21.383860614146325,5.374741977845569,-0.0,20.645042224071346,15.391495358346349,17.598081926132068,20.76476965147123,6.734217738539714,11.386089336822494,11.983808212409876,9.421196224784465,10.087424128260567,18.222571681071777,28.52154767149614,27.45878964020928,7.147890070671108,7.675413675952722,15.780718907596315
7,16.850505115446694,12.597977127042006,29.638518735825247,19.273883905974706,18.536722587261213,20.63769231784838,20.645042224071346,-0.0,10.554210865805413,9.937330054502684,10.340944660017643,10.354331495974764,8.147857684598579,18.50130149603082,9.791005273713536,12.24933324829038,8.460976605699821,38.647480396319644,14.15292793411919,13.409991052364793,13.470511300278675,20.493197589681927
8,8.816233463025743,9.830688257799343,28.258522558371443,5.002712459871053,16.979920680641776,16.169568343768034,15.391495358346349,10.554210865805413,-0.0,1.8415521442768816,2.5096046334032573,12.74582591475385,9.38957705170476,9.086196067170505,11.041049336423429,10.028740783833884,2.793022093454683,17.754631342655674,10.71819478834285,8.86452169794542,8.628455415987528,25.033367016220147
9,6.9259873353201415,7.6156296182904795,25.61269158221879,4.717305762062349,17.33681642378225,19.19355134486214,17.598081926132068,9.937330054502684,1.8415521442768816,-0.0,1.6581827237562308,13.958307343651938,9.789014028036533,11.1944187953983,12.979705436573779,11.542713188105354,3.2076150754949317,17.016228354698487,8.523539377874336,10.845764670676246,10.544676693217003,22.214658343997943
