avg,cen
2.254074074074074,0.53
2.017037037037037,0.53
1.6966666666666672,0.53
1.6844444444444444,0.49
1.4577777777777778,0.42
1.3385185185185182,0.42
1.2244444444444444,0.35
1.1318518518518519,0.32
0.9955555555555557,0.25
0.8029629629629631,0.21
0.957037037037037,0.18
0.657037037037037,0.14
0.7466666666666668,0.18
0.7192592592592592,0.21
0.4818518518518519,0.28
0.7733333333333334,0.35
0.6937037037037037,0.39
0.7162962962962962,0.42
0.6477777777777779,0.49
0.6281481481481482,0.42
0.7933333333333332,0.35
0.7440740740740739,0.32
0.7037037037037036,0.25
0.5944444444444443,0.18
