,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-0.0,15.678553192222134,22.185613964312715,22.29788463092347,3.352321521014019,2.3359576097458192,10.255082482376993,25.380990183960044,9.9752931442672,9.35384656039052,7.1942382653628165,10.538076928439784,15.401873937858404,9.615129406559252,13.182835946261743,28.406643237001045,30.774281466709525,28.059011466913688,23.612870487720105,33.7427580200368,25.01646900268571,34.26927823473639,31.788984561026894
1,15.678553192222134,-0.0,0.9765998599170199,1.5407357115654736,25.855537250206883,19.211595516233196,1.9387139484963933,1.996946009505112,1.6515915417291422,3.244994243091108,3.228395318023594,1.6440917349592419,1.5916352201541792,2.480863885261929,2.1393607066675657,4.653475173125764,4.147300723304539,3.2026308775648693,4.568061226974002,4.20823538499169,4.43709367831645,4.186153818396426,4.138367337356848
2,22.185613964312715,0.9765998599170199,-0.0,1.4889046976200533,36.10463708771558,26.69312239510138,3.6219027711445597,1.5426173676283816,3.4916769127074114,5.4333738511303435,5.774039104684039,3.09757330031073,1.5166994416796462,4.076461008942871,2.231894972789702,4.0075765301910025,3.4004810276288775,2.328278220253414,3.883032505409196,3.3117462058074807,3.63663817140754,3.040007459769228,3.4235317548352406
3,22.29788463092347,1.5407357115654736,1.4889046976200533,-0.0,34.855964989805905,26.61201088106857,3.500513150153586,1.2234931592879035,3.713142634788902,5.039105047483399,5.8201920460704475,3.106658609326113,1.1986556903772774,4.610833073208073,2.6697082840561612,4.604044686739253,3.728834863724353,2.450841347691812,4.1903088228048535,3.0583625659630003,4.254565350032614,3.3748054937795255,2.8227846173987134
4,3.352321521014019,25.855537250206883,36.10463708771558,34.855964989805905,-0.0,2.0435939380144625,16.345640269963432,38.93251484289552,15.717608381036678,14.563429039539814,12.546971075370626,16.881002047228666,22.88877288456689,15.87990310389715,21.558553081287343,43.35039207837343,47.43093574848328,42.867003830275785,38.11990905868828,52.715477192962645,38.20259970968039,52.982224626614396,48.80465578676539
5,2.3359576097458192,19.211595516233196,26.69312239510138,26.61201088106857,2.0435939380144625,-0.0,12.855757177957482,30.308383663505293,12.584465416500578,11.653932029227676,9.429065440182953,13.071619549600218,18.893242912506622,12.394504299201095,16.513444733108365,33.97304669816693,36.64715334924993,33.168688976790065,28.64302882775994,39.855750405343244,30.36851234819844,40.52495588304145,37.730050540155695
6,10.255082482376993,1.9387139484963933,3.6219027711445597,3.500513150153586,16.345640269963432,12.855757177957482,-0.0,4.76847135896123,1.7254527529812327,2.0575082461585614,1.7535114166609058,1.1869677605818925,2.71464914448438,2.2920855392390185,2.764937332633087,6.70161026694416,7.121577599839558,5.785065562013124,6.070880496539142,6.917718780613778,6.497437476190198,7.446746694080981,6.885294694237518
7,25.380990183960044,1.996946009505112,1.5426173676283816,1.2234931592879035,38.93251484289552,30.308383663505293,4.76847135896123,-0.0,4.5663474398355035,6.519449797150946,7.095078429987591,4.371542858706058,1.2454705714498668,5.101498458729959,3.0997445553359535,4.265546847992583,3.254690418658248,2.243567954642659,4.387942610805612,2.9173450185333256,4.327336073935483,2.9477334388429406,2.8065199575640674
8,9.9752931442672,1.6515915417291422,3.4916769127074114,3.713142634788902,15.717608381036678,12.584465416500578,1.7254527529812327,4.5663474398355035,-0.0,2.4588361785548534,1.915492076114748,1.6622482173452808,2.0797812318526607,3.2029061662222342,2.083281959014816,6.680378423678837,7.320334949675808,5.870881137757742,5.705156036255999,7.362127842725909,5.42440366450057,7.583711696963885,7.133989837614103
9,9.35384656039052,3.244994243091108,5.4333738511303435,5.039105047483399,14.563429039539814,11.653932029227676,2.0575082461585614,6.519449797150946,2.4588361785548534,-0.0,1.9595675057889184,2.462043716283057,3.1331563639644022,2.9695985917874363,2.467577458966915,8.7227216672401,9.327261092444152,8.256630378873862,7.666901362162938,9.466763796088443,7.655020739898722,10.176011740090534,9.164396127657255
10,7.1942382653628165,3.228395318023594,5.774039104684039,5.8201920460704475,12.546971075370626,9.429065440182953,1.7535114166609058,7.095078429987591,1.915492076114748,1.9595675057889184,-0.0,1.9166955562219379,3.6670481723487183,2.18598788198418,2.726292750862132,8.888188905362297,9.629564415735022,8.394483644974995,7.4749869618654,9.833553689323464,7.8225895161396375,10.42853265506769,9.802448110246154
