,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-0.0,13.33857456750415,10.425269058232857,9.623166428422222,14.484078830894761,15.219935817726459,13.55447527710111,8.81675190078705,6.4687141433429405,11.49295391205179,10.659661697237004,23.792226373552452,8.048537055383083,10.899960862742079,10.881158459765786,12.556843009933493,7.281581658107378,6.820790954622763,9.19905380559344,8.720145084241272,8.625163111202383
1,13.33857456750415,-0.0,15.055000018806853,11.887296166120102,22.2540593244684,19.896328062798204,13.746932552047662,17.727022929945846,11.249259019571381,17.93982701479584,15.77209169834305,37.74003229624914,13.82882360232802,19.10928070679565,17.23036368228635,14.0971250455963,15.940841537464046,17.668770322347903,20.480856545494802,16.07386313319337,16.17898329516043
2,10.425269058232857,15.055000018806853,-0.0,7.865471203700143,15.174537764432957,11.602630427910368,10.360623565080777,13.727137921439562,10.41086758880462,9.078386830387998,14.841845787800093,31.122486161014557,7.723679567652461,12.141248638736414,9.401174970439238,10.676226986811201,10.684537196370847,10.568839304581111,13.241868843787264,10.955868393312336,16.853108177524877
3,9.623166428422222,11.887296166120102,7.865471203700143,-0.0,21.032314694724857,15.455998949872203,7.304176846017067,8.898981833970485,9.912122726483382,10.295251276211676,11.750919418480036,26.144535344334543,10.225977068320704,14.537047145447264,11.263338312591799,11.545618175483987,10.876923761557467,12.445531055237053,13.083289234063011,10.593749343153732,14.508419328352643
4,14.484078830894761,22.2540593244684,15.174537764432957,21.032314694724857,-0.0,14.536883111546507,22.262735598440198,12.879952740556533,12.807325236891064,9.986608685861906,13.872833689486264,27.044775127982867,12.876839815817942,14.873328824321703,11.540746507682353,13.948936067495119,14.61581264898513,14.180055968442444,10.364336686072765,18.734865503122016,16.018536519572535
5,15.219935817726459,19.896328062798204,11.602630427910368,15.455998949872203,14.536883111546507,-0.0,13.502422090772892,17.161768273167436,15.856500757412963,9.472128540731537,13.357051322397162,26.686226957846618,11.5316927972054,17.120775883646026,10.696486009540125,11.334082523929858,13.012353120476902,12.148474713817645,20.4538498160427,13.403489888803577,17.256373773746706
6,13.55447527710111,13.746932552047662,10.360623565080777,7.304176846017067,22.262735598440198,13.502422090772892,-0.0,13.871661524709461,12.937485247711049,9.932355889871324,11.970935172321784,25.185537112284464,8.97358269621267,17.088882915132448,12.35066336397928,13.23240667421816,11.971170311590516,13.596726657548619,18.257873218980208,12.493448931549874,15.360196369552174
7,8.81675190078705,17.727022929945846,13.727137921439562,8.898981833970485,12.879952740556533,17.161768273167436,13.871661524709461,-0.0,9.453223252642722,10.96156166003498,10.962410285107044,21.28458253954026,11.029286797685582,13.33503601619915,9.694621671218687,11.91998035398065,9.79244848835481,10.9147513614559,9.17556026656902,6.263520854511901,9.144727682508195
8,6.4687141433429405,11.249259019571381,10.41086758880462,9.912122726483382,12.807325236891064,15.856500757412963,12.937485247711049,9.453223252642722,-0.0,9.711421104650562,11.015567334049331,37.922599098116095,6.317265320604782,9.53566572739517,9.66736238453666,10.514608765371536,6.194287424816012,7.513289283187015,9.060723007742276,7.659671783088475,11.688294383676595
9,11.49295391205179,17.93982701479584,9.078386830387998,10.295251276211676,9.986608685861906,9.472128540731537,9.932355889871324,10.96156166003498,9.711421104650562,-0.0,10.407178606421775,39.86166420628529,8.547358695979167,11.962055207950991,8.14022874924022,9.591615989820125,7.518982397633894,11.603677636619985,11.262065524363262,10.666047813952874,13.676197752535405
