avg,cen
47.345,62.85
47.07999999999999,62.32
45.26583333333334,61.2
43.00416666666666,63.49
40.96333333333333,62.36
34.98083333333333,49.19
36.126666666666665,34.47
41.88916666666667,24.79
56.865833333333335,25.46
72.23833333333333,55.6
93.50333333333333,60.14
109.79666666666667,70.63
125.24916666666668,146.48
132.55583333333334,171.06
129.91833333333332,187.32
144.38416666666666,192.75
140.11916666666664,200.67
135.57333333333335,184.3
113.56166666666665,106.69
102.62916666666666,110.6
91.17333333333335,103.84
76.78083333333332,90.49
63.11500000000001,83.17
61.39583333333334,82.64
