avg,cen
177.40666666666667,144.89
162.03333333333333,146.94
149.23666666666668,138.73
130.47,128.24
133.47666666666666,115.07
131.57,118.06
147.61666666666667,162.39
150.01,179.82
143.22666666666666,172.39
153.83666666666667,178.17
162.42,144.44
200.4333333333333,186.65
257.1933333333333,251.3
293.1566666666667,299.01
310.88,299.82
319.61,322.32
311.37333333333333,320.81
288.82666666666665,295.53
282.78333333333336,264.05
282.6433333333334,255.53
272.91333333333336,223.63
250.48,212.89
248.33333333333334,225.49
236.03333333333333,216.51
