0,1,time,week
31.69,36.97,2019-04-06 00:00:00,6
29.49,30.14,2019-04-06 01:00:00,6
29.19,26.76,2019-04-06 02:00:00,6
31.97,27.29,2019-04-06 03:00:00,6
30.81,25.18,2019-04-06 04:00:00,6
29.07,23.06,2019-04-06 05:00:00,6
30.99,20.07,2019-04-06 06:00:00,6
33.48,27.71,2019-04-06 07:00:00,6
30.35,27.92,2019-04-06 08:00:00,6
29.49,31.8,2019-04-06 09:00:00,6
30.61,36.55,2019-04-06 10:00:00,6
28.58,40.99,2019-04-06 11:00:00,6
28.58,46.65,2019-04-06 12:00:00,6
30.96,51.51,2019-04-06 13:00:00,6
30.73,55.6,2019-04-06 14:00:00,6
27.63,57.57,2019-04-06 15:00:00,6
29.5,60.42,2019-04-06 16:00:00,6
30.91,60.99,2019-04-06 17:00:00,6
29.9,60.81,2019-04-06 18:00:00,6
30.4,57.43,2019-04-06 19:00:00,6
36.61,51.8,2019-04-06 20:00:00,6
32.31,46.87,2019-04-06 21:00:00,6
28.89,42.36,2019-04-06 22:00:00,6
34.98,37.22,2019-04-06 23:00:00,6
29.31,21.13,2019-04-13 00:00:00,6
29.77,15.92,2019-04-13 01:00:00,6
29.03,13.59,2019-04-13 02:00:00,6
31.43,12.29,2019-04-13 03:00:00,6
31.24,9.79,2019-04-13 04:00:00,6
30.81,9.15,2019-04-13 05:00:00,6
33.53,8.38,2019-04-13 06:00:00,6
31.41,7.92,2019-04-13 07:00:00,6
27.48,9.26,2019-04-13 08:00:00,6
29.09,15.14,2019-04-13 09:00:00,6
30.13,26.83,2019-04-13 10:00:00,6
29.73,34.51,2019-04-13 11:00:00,6
31.31,41.51,2019-04-13 12:00:00,6
29.36,47.54,2019-04-13 13:00:00,6
26.3,54.68,2019-04-13 14:00:00,6
26.81,58.03,2019-04-13 15:00:00,6
28.67,61.37,2019-04-13 16:00:00,6
26.58,62.99,2019-04-13 17:00:00,6
27.68,64.08,2019-04-13 18:00:00,6
32.61,57.96,2019-04-13 19:00:00,6
30.5,49.93,2019-04-13 20:00:00,6
27.26,42.18,2019-04-13 21:00:00,6
29.8,35.85,2019-04-13 22:00:00,6
28.45,26.73,2019-04-13 23:00:00,6
30.22,60.32,2019-04-20 00:00:00,6
29.22,51.13,2019-04-20 01:00:00,6
27.22,46.16,2019-04-20 02:00:00,6
29.96,39.15,2019-04-20 03:00:00,6
28.8,35.07,2019-04-20 04:00:00,6
28.52,33.13,2019-04-20 05:00:00,6
28.68,31.13,2019-04-20 06:00:00,6
25.66,40.6,2019-04-20 07:00:00,6
28.49,52.78,2019-04-20 08:00:00,6
27.83,61.9,2019-04-20 09:00:00,6
27.34,68.7,2019-04-20 10:00:00,6
29.13,75.67,2019-04-20 11:00:00,6
27.15,81.23,2019-04-20 12:00:00,6
27.55,85.92,2019-04-20 13:00:00,6
29.19,92.82,2019-04-20 14:00:00,6
27.06,96.3,2019-04-20 15:00:00,6
27.91,99.47,2019-04-20 16:00:00,6
29.08,103.56,2019-04-20 17:00:00,6
26.9,102.01,2019-04-20 18:00:00,6
29.24,95.32,2019-04-20 19:00:00,6
33.89,87.43,2019-04-20 20:00:00,6
29.03,83.77,2019-04-20 21:00:00,6
31.33,77.11,2019-04-20 22:00:00,6
31.67,71.2,2019-04-20 23:00:00,6
32.91,30.53,2019-04-07 00:00:00,7
29.59,24.79,2019-04-07 01:00:00,7
30.08,22.11,2019-04-07 02:00:00,7
31.69,19.75,2019-04-07 03:00:00,7
30.61,16.44,2019-04-07 04:00:00,7
30.46,13.94,2019-04-07 05:00:00,7
32.56,12.96,2019-04-07 06:00:00,7
30.7,12.89,2019-04-07 07:00:00,7
27.4,17.5,2019-04-07 08:00:00,7
