,17
p,-20.3
k,1
db,0.0
cp,8.858521507346675
sp,0.0
gyh_db,0.0
gyh_cp,1.0
gyh_sp,1.0
zb,0.5
exemplars,[4]
labels,[4 4 4 4 4 4]
