,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,-0.0,15.9027987988163,11.671527784109275,28.259747755993562,66.03326142037852,66.62773652523221,55.9039191952242,67.9336787329035,20.14306525826494,16.637655718255814,15.217277278816526,16.163489924305036,17.097446855634796,26.58371309026325,27.179361719417784,23.929731500790716,38.92622668031061,36.02455220938143,49.17121842711676,50.92791630571156,45.98267808618603,25.02486589481884,44.54761062151818,55.13795338410762,44.23775867314375,49.59337185056031,49.622453073015684,43.48638310312672,21.698720668559854,27.266388891951838,17.592199100706505,34.631851823554534,39.978055027066056,45.34573711802956
1,15.9027987988163,-0.0,21.90805162504618,30.984707586395437,52.599116647523665,52.64939426426837,71.36965693754624,77.42315027218037,16.30061278202128,14.096546975366104,9.951206374496387,10.283723153300045,9.710034724378112,29.93570397113241,21.790579047942877,27.26286295497383,27.06578439974546,27.659911910558318,64.84116093455296,53.7605536185844,59.17845525145466,29.95386810183432,56.60744259390076,51.08019836179675,50.98565321717472,51.07110491870414,35.36480815896754,39.850049697878404,24.00125156855122,22.189017808000536,22.991362799863698,47.712432951050125,41.979883167986635,48.42603207588025
2,11.671527784109275,21.90805162504618,-0.0,17.771410867330687,49.429419979218665,45.43944394809839,42.951454181584765,57.32793873283603,16.09664842123323,18.626282943039296,19.920973252424087,19.105278381254614,20.94797641196048,24.846620244397208,30.127209458496473,20.770034629977875,40.21166686391429,37.26256047312698,47.72086156919571,39.70758154778498,40.85903136796682,29.890857429323106,37.21769519227331,36.768086197655265,38.90004618798976,35.44407150535575,35.318729515552654,29.58326770474321,18.02205346274695,21.052136077820823,20.311663103125497,27.024090392322677,31.51364746490481,33.1370301650339
3,28.259747755993562,30.984707586395437,17.771410867330687,-0.0,26.23667205338526,30.99869178439718,29.626670043630256,33.959071848924225,14.004582649663835,21.365723464703237,29.042004146721478,30.165037811936195,39.98394980214176,28.59596280576417,29.228430878724915,24.773763661136968,31.973014799115294,33.97934364145827,23.12170256297629,20.972811865857118,22.308549884172063,24.22364610344401,27.356128302840652,24.248221824302668,26.003354901979378,18.498487906990746,23.843650145151386,20.91733597322426,31.904490456603003,31.573768876152062,14.299814722563028,26.607533953320083,23.918929253457883,25.43022383592341
4,66.03326142037852,52.599116647523665,49.429419979218665,26.23667205338526,-0.0,3.1534356074504215,9.105086396776915,8.581008764608047,33.98101500919367,44.55617480199126,61.890037423405,51.584164261455236,59.011676142212984,54.65167651114656,53.585038199615106,54.644156272825946,60.957367815562144,49.31386611367198,6.325394455819335,11.780496902061063,13.478876704498871,48.24152594277451,13.418820086592044,10.764728436895261,13.138613459646683,16.984286902933373,12.875818041546685,24.666601011830195,45.556992332691024,52.36257960538628,47.576815600192305,32.088477826920425,30.64443753436743,15.621543460525999
5,66.62773652523221,52.64939426426837,45.43944394809839,30.99869178439718,3.1534356074504215,-0.0,8.044819676572677,8.755492766305686,42.20471714445776,47.000069189200694,62.837812644088515,46.49664627799576,59.17830887795809,50.0129188934452,51.96788912686545,53.90948341321447,60.71984489358756,46.02643572561584,6.674603000847961,10.236543296589083,13.478720193849766,43.130487297821645,11.86818880249106,7.532933442734046,14.742582727235602,14.847666431779691,12.655818272657315,23.864533680435507,43.56970504864608,48.14467797125554,46.857181119562256,32.26168172808208,26.674866853172098,12.810103713347502
6,55.9039191952242,71.36965693754624,42.951454181584765,29.626670043630256,9.105086396776915,8.044819676572677,-0.0,9.32687548774982,53.86826718411365,61.004996978103,70.54242863988688,69.45667769398004,70.13851543836405,58.04776804321361,69.26239096768873,58.94914548342774,79.01301595267807,72.71736021353904,8.082167256669685,14.592111760492479,15.226575899895003,60.686728271499035,16.95115607135755,10.820747310129226,20.73305351184262,17.482751050119095,22.97732145782535,26.075233900653355,50.44797890598617,52.843883604240155,48.78181346999674,34.041251738146016,29.848703160840977,18.79983867750488
7,67.9336787329035,77.42315027218037,57.32793873283603,33.959071848924225,8.581008764608047,8.755492766305686,9.32687548774982,-0.0,56.89352047868664,57.500643709971634,67.39439930503458,66.3330939263908,84.60365055904323,69.08143924878458,50.22643941810234,54.259878614674264,52.62812242945655,69.50103550346297,8.44148904295796,15.530646759420312,18.447392102365047,39.775526518627814,17.550585253454965,14.439036295170883,24.429237559613785,21.51376505435321,24.57697021801659,29.969161872790853,60.84269229446776,60.23898831740735,40.14335039431616,40.763261903632504,30.926607511481826,21.43211862874012
8,20.14306525826494,16.30061278202128,16.09664842123323,14.004582649663835,33.98101500919367,42.20471714445776,53.86826718411365,56.89352047868664,-0.0,10.725423345112853,14.966757854130085,15.279338156201284,25.192075555423077,30.83520028620812,21.893352822677688,25.681001038017364,27.22146169344926,27.85177787213424,40.869284439640786,33.717846000361654,37.05137639857011,15.421517442913704,31.124505261495713,42.09958648870224,32.2581470297468,40.13684139648699,25.76698179187807,21.63600057474758,21.34457236077613,24.54818859275807,13.94444799399293,28.819018199793447,32.3967930190332,38.6707426511413
9,16.637655718255814,14.096546975366104,18.626282943039296,21.365723464703237,44.55617480199126,47.000069189200694,61.004996978103,57.500643709971634,10.725423345112853,-0.0,10.833256079033934,7.665073328019161,17.932437723837282,37.12422543215557,24.28893825686956,32.060392790810845,32.88917151805277,29.018851936914622,43.19590028648268,47.511475435884115,43.567377400409285,23.991720983611312,42.2833212232974,43.98717528033044,35.636542742059746,35.62326525898267,29.67365053598569,31.305432246783806,24.58505502598799,18.521860063810678,22.283563938558856,32.32773768941712,28.61619614698228,38.39134598509418
10,15.217277278816526,9.951206374496387,19.920973252424087,29.042004146721478,61.890037423405,62.837812644088515,70.54242863988688,67.39439930503458,14.966757854130085,10.833256079033934,-0.0,6.289229701081061,10.812346627211015,28.337487095003173,18.990477769310733,24.142492545872457,25.636729461426743,22.110549444708372,56.85258071477739,47.34607321452569,47.00184549470002,25.54040183518902,42.38770113235398,53.13335016603666,45.83853006671169,52.30795065769533,46.68214818965751,40.00112251650167,22.852961340177618,24.242091912214114,22.33601448682138,37.92551509179552,41.99167653391866,47.33119096372756
11,16.163489924305036,10.283723153300045,19.105278381254614,30.165037811936195,51.584164261455236,46.49664627799576,69.45667769398004,66.3330939263908,15.279338156201284,7.665073328019161,6.289229701081061,-0.0,8.179935672131423,38.27108521901002,21.508526828524076,32.29509540251398,28.720866203224762,25.62000026300679,54.89185944258377,58.275236995520345,56.48798561862804,22.26866566922369,50.469594696340785,46.24175346642361,45.691052567358554,44.93738987279,34.293319033091294,42.68728142146954,26.549274884359043,17.170777780337183,24.343907317183334,37.484704278687886,41.39804288243962,44.952927972712075
12,17.097446855634796,9.710034724378112,20.94797641196048,39.98394980214176,59.011676142212984,59.17830887795809,70.13851543836405,84.60365055904323,25.192075555423077,17.932437723837282,10.812346627211015,8.179935672131423,-0.0,30.415916861088473,19.83104173834635,28.57971066972342,26.666695935403673,19.206919521012825,68.87813451868476,66.07256597505115,71.49814763847077,30.902195196018756,66.4813207985352,59.10158278270309,54.12149856830182,59.418457637936115,46.71428304030304,52.043750291894696,24.623305068418667,28.040177657815907,30.37730655242657,45.84044823187176,54.243387468246134,59.41813892323555
13,26.58371309026325,29.93570397113241,24.846620244397208,28.59596280576417,54.65167651114656,50.0129188934452,58.04776804321361,69.08143924878458,30.83520028620812,37.12422543215557,28.337487095003173,38.27108521901002,30.415916861088473,-0.0,6.641392200247413,7.731478469659791,6.1401895295646645,10.549409755042742,59.30046370838445,50.02493148060991,54.221338578028856,26.65893548665918,62.646724484182435,41.59596095258024,54.72702498997994,41.18211964103744,48.022612301178846,35.27124806221038,15.17801458128956,22.717944018812542,19.80949890400159,45.911455899536655,39.65812047164926,58.5569482123771
14,27.179361719417784,21.790579047942877,30.127209458496473,29.228430878724915,53.585038199615106,51.96788912686545,69.26239096768873,50.22643941810234,21.893352822677688,24.28893825686956,18.990477769310733,21.508526828524076,19.83104173834635,6.641392200247413,-0.0,4.369531912146254,5.7846803311541475,13.40580052526258,40.493344338667946,47.09122912626809,50.18768610991187,12.705506713324832,52.688942241404696,52.355385366777575,44.09357077594621,40.87038338544149,39.55003513270522,36.38871938026537,13.708759370090727,13.638592714365187,18.527598910511504,33.27333880139988,38.69555640661909,47.65376599105219
15,23.929731500790716,27.26286295497383,20.770034629977875,24.773763661136968,54.644156272825946,53.90948341321447,58.94914548342774,54.259878614674264,25.681001038017364,32.060392790810845,24.142492545872457,32.29509540251398,28.57971066972342,7.731478469659791,4.369531912146254,-0.0,8.826968579786529,15.95917843194183,42.4874967728103,46.3507006966367,42.787711076473435,14.9083925808254,43.683113506652646,43.84557323227055,35.943178180344304,31.99845310367327,37.88686559008195,33.93459247843107,9.295897526355064,14.623605664147243,11.230242982892051,26.141208771191923,32.84520943942508,39.96791510368923
