0,1,2,time,week
27.88,0.6,29.41,2019-01-01 00:00:00,2
28.41,0.46,32.35,2019-01-01 01:00:00,2
28.16,0.49,32.35,2019-01-01 02:00:00,2
28.23,0.49,32.35,2019-01-01 03:00:00,2
27.75,0.46,32.35,2019-01-01 04:00:00,2
28.48,0.49,29.41,2019-01-01 05:00:00,2
28.23,0.49,29.41,2019-01-01 06:00:00,2
27.31,0.53,32.35,2019-01-01 07:00:00,2
23.68,0.53,32.35,2019-01-01 08:00:00,2
19.28,0.49,29.41,2019-01-01 09:00:00,2
17.9,0.39,32.35,2019-01-01 10:00:00,2
18.46,0.46,29.41,2019-01-01 11:00:00,2
18.43,0.46,29.41,2019-01-01 12:00:00,2
19.16,0.42,29.41,2019-01-01 13:00:00,2
18.71,0.42,29.41,2019-01-01 14:00:00,2
18.58,0.42,29.41,2019-01-01 15:00:00,2
18.24,0.42,29.41,2019-01-01 16:00:00,2
23.5,0.42,29.41,2019-01-01 17:00:00,2
28.71,0.42,29.41,2019-01-01 18:00:00,2
26.81,0.35,29.41,2019-01-01 19:00:00,2
28.87,0.28,32.35,2019-01-01 20:00:00,2
27.61,0.25,29.41,2019-01-01 21:00:00,2
27.81,0.25,29.41,2019-01-01 22:00:00,2
28.82,0.25,32.35,2019-01-01 23:00:00,2
29.94,0.21,32.35,2019-01-02 00:00:00,3
28.37,0.25,35.29,2019-01-02 01:00:00,3
28.32,0.25,32.35,2019-01-02 02:00:00,3
28.26,0.25,35.29,2019-01-02 03:00:00,3
28.8,0.25,41.18,2019-01-02 04:00:00,3
29.09,0.25,41.18,2019-01-02 05:00:00,3
34.2,0.25,41.18,2019-01-02 06:00:00,3
35.13,0.25,41.18,2019-01-02 07:00:00,3
26.34,0.25,44.12,2019-01-02 08:00:00,3
25.82,0.25,44.12,2019-01-02 09:00:00,3
31.23,0.28,52.94,2019-01-02 10:00:00,3
26.21,0.32,38.24,2019-01-02 11:00:00,3
26.41,0.32,44.12,2019-01-02 12:00:00,3
33.18,0.32,44.12,2019-01-02 13:00:00,3
37.37,0.32,44.12,2019-01-02 14:00:00,3
26.5,0.32,44.12,2019-01-02 15:00:00,3
30.0,0.28,41.18,2019-01-02 16:00:00,3
25.23,0.25,47.06,2019-01-02 17:00:00,3
29.18,0.25,44.12,2019-01-02 18:00:00,3
29.27,0.28,44.12,2019-01-02 19:00:00,3
27.97,0.21,41.18,2019-01-02 20:00:00,3
28.13,0.21,38.24,2019-01-02 21:00:00,3
28.27,0.18,38.24,2019-01-02 22:00:00,3
28.35,0.14,38.24,2019-01-02 23:00:00,3
27.82,0.14,38.24,2019-01-03 00:00:00,4
29.63,0.11,44.12,2019-01-03 01:00:00,4
28.73,0.11,44.12,2019-01-03 02:00:00,4
28.47,0.11,47.06,2019-01-03 03:00:00,4
28.58,0.11,50.0,2019-01-03 04:00:00,4
32.31,0.11,50.0,2019-01-03 05:00:00,4
34.34,0.11,47.06,2019-01-03 06:00:00,4
34.11,0.11,47.06,2019-01-03 07:00:00,4
29.37,0.11,47.06,2019-01-03 08:00:00,4
30.32,0.11,44.12,2019-01-03 09:00:00,4
31.51,0.07,44.12,2019-01-03 10:00:00,4
41.67,0.07,47.06,2019-01-03 11:00:00,4
39.63,0.11,47.06,2019-01-03 12:00:00,4
46.64,0.11,44.12,2019-01-03 13:00:00,4
44.66,0.11,44.12,2019-01-03 14:00:00,4
43.84,0.14,41.18,2019-01-03 15:00:00,4
46.79,0.14,38.24,2019-01-03 16:00:00,4
40.08,0.14,32.35,2019-01-03 17:00:00,4
61.62,0.14,32.35,2019-01-03 18:00:00,4
45.41,0.18,32.35,2019-01-03 19:00:00,4
31.15,0.14,29.41,2019-01-03 20:00:00,4
29.37,0.11,29.41,2019-01-03 21:00:00,4
30.89,0.11,29.41,2019-01-03 22:00:00,4
30.27,0.07,35.29,2019-01-03 23:00:00,4
29.17,0.07,35.29,2019-01-04 00:00:00,5
29.65,0.04,38.24,2019-01-04 01:00:00,5
30.51,0.04,38.24,2019-01-04 02:00:00,5
31.71,0.04,44.12,2019-01-04 03:00:00,5
32.43,0.0,41.18,2019-01-04 04:00:00,5
37.97,0.0,41.18,2019-01-04 05:00:00,5
38.33,0.0,41.18,2019-01-04 06:00:00,5
38.73,0.0,47.06,2019-01-04 07:00:00,5
32.47,0.0,47.06,2019-01-04 08:00:00,5
32.96,0.0,50.0,2019-01-04 09:00:00,5
33.25,0.0,47.06,2019-01-04 10:00:00,5
43.32,0.04,52.94,2019-01-04 11:00:00,5
42.29,0.04,55.88,2019-01-04 12:00:00,5
52.07,0.0,52.94,2019-01-04 13:00:00,5
51.75,0.04,47.06,2019-01-04 14:00:00,5
41.85,0.07,38.24,2019-01-04 15:00:00,5
39.85,0.07,32.35,2019-01-04 16:00:00,5
48.71,0.07,32.35,2019-01-04 17:00:00,5
46.43,0.07,32.35,2019-01-04 18:00:00,5
49.69,0.07,32.35,2019-01-04 19:00:00,5
30.22,0.04,29.41,2019-01-04 20:00:00,5
28.93,0.04,32.35,2019-01-04 21:00:00,5
32.33,0.0,32.35,2019-01-04 22:00:00,5
30.25,0.0,32.35,2019-01-04 23:00:00,5
31.95,0.0,35.29,2019-01-07 00:00:00,1
32.05,0.0,44.12,2019-01-07 01:00:00,1
29.86,0.0,41.18,2019-01-07 02:00:00,1
30.54,0.0,44.12,2019-01-07 03:00:00,1
35.77,0.0,41.18,2019-01-07 04:00:00,1
46.3,0.0,44.12,2019-01-07 05:00:00,1
52.41,0.0,47.06,2019-01-07 06:00:00,1
57.94,0.0,47.06,2019-01-07 07:00:00,1
67.41,0.0,64.71,2019-01-07 08:00:00,1
82.8,0.0,79.41,2019-01-07 09:00:00,1
72.43,0.0,73.53,2019-01-07 10:00:00,1
64.72,0.0,76.47,2019-01-07 11:00:00,1
75.95,0.0,70.59,2019-01-07 12:00:00,1
90.28,0.0,70.59,2019-01-07 13:00:00,1
74.5,0.0,67.65,2019-01-07 14:00:00,1
75.51,0.0,61.76,2019-01-07 15:00:00,1
69.8,0.0,67.65,2019-01-07 16:00:00,1
69.94,0.0,73.53,2019-01-07 17:00:00,1
83.21,0.0,52.94,2019-01-07 18:00:00,1
100.81,0.0,52.94,2019-01-07 19:00:00,1
94.25,0.0,55.88,2019-01-07 20:00:00,1
94.06,0.0,61.76,2019-01-07 21:00:00,1
60.63,0.0,61.76,2019-01-07 22:00:00,1
47.04,0.0,67.65,2019-01-07 23:00:00,1
38.52,0.0,52.94,2019-01-08 00:00:00,2
33.99,0.0,52.94,2019-01-08 01:00:00,2
30.75,0.0,50.0,2019-01-08 02:00:00,2
32.31,0.0,47.06,2019-01-08 03:00:00,2
37.44,0.0,50.0,2019-01-08 04:00:00,2
41.09,0.0,47.06,2019-01-08 05:00:00,2
51.35,0.0,50.0,2019-01-08 06:00:00,2
59.82,0.0,52.94,2019-01-08 07:00:00,2
70.34,0.0,58.82,2019-01-08 08:00:00,2
82.76,0.0,52.94,2019-01-08 09:00:00,2
80.84,0.0,52.94,2019-01-08 10:00:00,2
63.85,0.0,55.88,2019-01-08 11:00:00,2
80.71,0.0,50.0,2019-01-08 12:00:00,2
77.41,0.0,50.0,2019-01-08 13:00:00,2
68.53,0.0,55.88,2019-01-08 14:00:00,2
79.23,0.0,41.18,2019-01-08 15:00:00,2
54.37,0.0,47.06,2019-01-08 16:00:00,2
82.0,0.0,41.18,2019-01-08 17:00:00,2
94.74,0.04,38.24,2019-01-08 18:00:00,2
94.46,0.0,38.24,2019-01-08 19:00:00,2
92.78,0.0,41.18,2019-01-08 20:00:00,2
81.92,0.0,41.18,2019-01-08 21:00:00,2
53.35,0.0,47.06,2019-01-08 22:00:00,2
41.56,0.0,35.29,2019-01-08 23:00:00,2
34.42,0.0,35.29,2019-01-09 00:00:00,3
35.42,0.0,35.29,2019-01-09 01:00:00,3
32.85,0.0,35.29,2019-01-09 02:00:00,3
36.78,0.0,38.24,2019-01-09 03:00:00,3
39.7,0.0,35.29,2019-01-09 04:00:00,3
42.77,0.0,38.24,2019-01-09 05:00:00,3
52.16,0.0,35.29,2019-01-09 06:00:00,3
62.69,0.0,38.24,2019-01-09 07:00:00,3
81.47,0.0,41.18,2019-01-09 08:00:00,3
84.34,0.0,47.06,2019-01-09 09:00:00,3
79.89,0.0,50.0,2019-01-09 10:00:00,3
75.11,0.0,47.06,2019-01-09 11:00:00,3
87.37,0.0,35.29,2019-01-09 12:00:00,3
89.01,0.0,41.18,2019-01-09 13:00:00,3
79.28,0.0,38.24,2019-01-09 14:00:00,3
88.88,0.0,35.29,2019-01-09 15:00:00,3
66.73,0.0,44.12,2019-01-09 16:00:00,3
76.73,0.0,29.41,2019-01-09 17:00:00,3
97.71,0.0,32.35,2019-01-09 18:00:00,3
