,1
p,-15.1
k,11
db,0.8881038980493752
cp,3.039298336423241
sp,20.899677579967904
gyh_db,0.3971728265710765
gyh_cp,0.2994309308043168
gyh_sp,0.0
zb,0.2734441459866175
exemplars,[  0   1   6  37  44  81  90  98 113 114 119]
labels,"[  0   1 113 113 113 113   6   6   6   6   6   6   6  90   6 113 113 113
 113   6   6   6   6  44   6   6   6 113 113 113 113   6  90  90 113 113
 113  37 119   6   6  44  44  44  44  44  44  44  90  90  90   6   6   6
  44  81  81  44  44  81  81  81  81  81  81  81  81  81  81  81  81  81
  81  81  81  44  90   6   6  81  81  81  81  81  90  81  44  81  90  44
  90  90  90  44   6   6   6  90  98   6   6  90  90   6   6   6   6   6
   6 113 113 113 113 113 114  90   6 113   6 113 113]"
