0,1,time,week
69.1,213.06,2019-08-24 00:00:00,6
69.86,203.77,2019-08-24 01:00:00,6
69.73,206.51,2019-08-24 02:00:00,6
70.4,209.79,2019-08-24 03:00:00,6
70.28,209.05,2019-08-24 04:00:00,6
83.95,315.6,2019-08-24 05:00:00,6
102.68,418.17,2019-08-24 06:00:00,6
106.5,400.49,2019-08-24 07:00:00,6
106.03,385.56,2019-08-24 08:00:00,6
104.02,379.96,2019-08-24 09:00:00,6
105.06,380.14,2019-08-24 10:00:00,6
109.09,373.94,2019-08-24 11:00:00,6
108.81,375.18,2019-08-24 12:00:00,6
111.47,375.6,2019-08-24 13:00:00,6
109.53,382.85,2019-08-24 14:00:00,6
104.98,387.08,2019-08-24 15:00:00,6
106.07,386.3,2019-08-24 16:00:00,6
104.74,381.44,2019-08-24 17:00:00,6
104.04,364.89,2019-08-24 18:00:00,6
105.06,355.56,2019-08-24 19:00:00,6
105.12,349.12,2019-08-24 20:00:00,6
85.0,255.07,2019-08-24 21:00:00,6
74.82,198.1,2019-08-24 22:00:00,6
69.34,197.43,2019-08-24 23:00:00,6
69.18,173.03,2019-08-31 00:00:00,6
68.59,167.36,2019-08-31 01:00:00,6
68.75,164.05,2019-08-31 02:00:00,6
69.35,167.32,2019-08-31 03:00:00,6
68.06,165.14,2019-08-31 04:00:00,6
84.78,289.15,2019-08-31 05:00:00,6
101.94,380.04,2019-08-31 06:00:00,6
108.84,365.18,2019-08-31 07:00:00,6
111.02,345.07,2019-08-31 08:00:00,6
108.58,341.41,2019-08-31 09:00:00,6
109.7,345.99,2019-08-31 10:00:00,6
112.27,352.11,2019-08-31 11:00:00,6
111.37,349.96,2019-08-31 12:00:00,6
110.59,350.53,2019-08-31 13:00:00,6
109.43,355.53,2019-08-31 14:00:00,6
104.23,363.77,2019-08-31 15:00:00,6
105.7,360.92,2019-08-31 16:00:00,6
104.35,348.35,2019-08-31 17:00:00,6
104.06,327.15,2019-08-31 18:00:00,6
105.83,321.16,2019-08-31 19:00:00,6
105.66,317.01,2019-08-31 20:00:00,6
84.92,228.13,2019-08-31 21:00:00,6
73.92,172.29,2019-08-31 22:00:00,6
69.14,161.55,2019-08-31 23:00:00,6
67.01,179.82,2019-09-07 00:00:00,6
67.8,177.96,2019-09-07 01:00:00,6
68.81,180.81,2019-09-07 02:00:00,6
67.06,183.1,2019-09-07 03:00:00,6
66.93,186.23,2019-09-07 04:00:00,6
83.04,313.17,2019-09-07 05:00:00,6
100.95,402.11,2019-09-07 06:00:00,6
102.94,384.96,2019-09-07 07:00:00,6
104.74,347.68,2019-09-07 08:00:00,6
107.08,358.03,2019-09-07 09:00:00,6
111.43,349.51,2019-09-07 10:00:00,6
110.32,347.04,2019-09-07 11:00:00,6
109.54,349.05,2019-09-07 12:00:00,6
110.43,361.02,2019-09-07 13:00:00,6
109.94,357.11,2019-09-07 14:00:00,6
107.1,364.37,2019-09-07 15:00:00,6
102.77,366.3,2019-09-07 16:00:00,6
101.14,352.78,2019-09-07 17:00:00,6
101.82,331.76,2019-09-07 18:00:00,6
102.25,323.1,2019-09-07 19:00:00,6
102.81,322.01,2019-09-07 20:00:00,6
80.13,227.15,2019-09-07 21:00:00,6
69.82,173.7,2019-09-07 22:00:00,6
65.23,163.2,2019-09-07 23:00:00,6
62.52,143.2,2019-09-14 00:00:00,6
63.42,145.32,2019-09-14 01:00:00,6
62.96,145.35,2019-09-14 02:00:00,6
63.26,141.69,2019-09-14 03:00:00,6
63.83,147.68,2019-09-14 04:00:00,6
80.8,257.68,2019-09-14 05:00:00,6
105.31,334.96,2019-09-14 06:00:00,6
100.55,290.53,2019-09-14 07:00:00,6
99.54,280.32,2019-09-14 08:00:00,6
100.86,282.99,2019-09-14 09:00:00,6
105.63,308.49,2019-09-14 10:00:00,6
108.09,307.61,2019-09-14 11:00:00,6
107.08,305.7,2019-09-14 12:00:00,6
105.65,309.12,2019-09-14 13:00:00,6
105.79,315.53,2019-09-14 14:00:00,6
102.3,321.41,2019-09-14 15:00:00,6
102.85,319.58,2019-09-14 16:00:00,6
101.75,325.56,2019-09-14 17:00:00,6
99.21,303.24,2019-09-14 18:00:00,6
100.16,287.36,2019-09-14 19:00:00,6
98.97,281.37,2019-09-14 20:00:00,6
76.89,210.85,2019-09-14 21:00:00,6
68.04,162.5,2019-09-14 22:00:00,6
64.8,149.61,2019-09-14 23:00:00,6
68.46,214.19,2019-08-25 00:00:00,7
68.22,212.08,2019-08-25 01:00:00,7
68.11,222.18,2019-08-25 02:00:00,7
68.7,212.89,2019-08-25 03:00:00,7
67.67,211.23,2019-08-25 04:00:00,7
83.72,342.68,2019-08-25 05:00:00,7
100.47,425.14,2019-08-25 06:00:00,7
102.48,404.05,2019-08-25 07:00:00,7
102.61,375.28,2019-08-25 08:00:00,7
103.44,383.03,2019-08-25 09:00:00,7
103.63,377.08,2019-08-25 10:00:00,7
105.27,373.87,2019-08-25 11:00:00,7
105.17,372.29,2019-08-25 12:00:00,7
104.52,373.1,2019-08-25 13:00:00,7
104.65,377.92,2019-08-25 14:00:00,7
