avg,cen
67.90833333333333,68.08
67.51944444444445,67.92
66.88166666666666,67.71
67.80499999999999,67.36
70.56277777777777,67.59
85.09722222222223,83.35
100.38055555555555,101.41
107.94833333333332,108.2
117.15888888888887,120.8
122.81888888888888,126.84
125.16888888888889,126.54
127.22444444444444,130.05
127.85444444444445,130.94
128.5861111111111,132.43
128.965,132.65
128.38555555555556,131.22
126.58,129.67
120.91222222222223,124.07
113.32333333333332,115.31
111.63333333333333,112.72
109.1438888888889,111.1
86.37666666666667,86.88
74.46111111111111,76.18
70.02944444444445,72.3
