,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-0.0,5.428372296058225,9.312247426908542,19.796334275563005,6.843717924598241,2.50560399025126,2.3858090549648514,7.52068784663015,5.694913675814971,11.493007346500411,5.960460749827586,4.101277859238011,7.071334864197735,3.9528444399640374,6.813937085813532,7.798857722359573,13.503718157563148,6.008592859878351,3.5035575746842436,5.924916819927024,3.885841901897536,3.868717273595735,3.2311494105700356,21.06681275325022,14.502161341987712,9.425626711460804
1,5.428372296058225,-0.0,6.269077757160454,18.08735796874285,4.308561745991248,4.359350115246968,6.031104374835687,7.561148523612617,2.370880431614743,17.316863474524613,6.783391033027045,6.798279932474701,4.180159340156102,3.158896885752658,6.042010319191722,5.433128629092589,13.798369042982277,4.42118205840326,8.719456994660947,10.081043412860879,4.98000227194206,4.959810090709436,4.848071450115575,20.298599274287742,14.891329076430075,13.337451513000586
2,9.312247426908542,6.269077757160454,-0.0,11.072923257068718,4.946492112692084,9.379700629971639,12.223439113242076,18.521737037360733,8.492466990178935,26.63916225757064,16.045707530122662,10.076172146891752,11.726872450473625,8.88371413133798,15.23974185174365,6.176681929093031,13.174403099980967,5.70959700882151,12.50100307487091,12.70271170297037,7.96528930588288,12.834708869841993,10.977287006614846,20.048441678240817,9.756546945266495,12.308365749786555
3,19.796334275563005,18.08735796874285,11.072923257068718,-0.0,10.196682903513956,17.56120567758077,20.256125663615354,18.50836052390538,15.345707956318906,25.934325329275698,20.007924462133598,16.243253958253213,20.612942720220996,16.88052469919852,13.337700282713868,8.366399049667738,15.500720874347593,10.041992831628528,19.048921193857623,23.9021748314413,14.225735907734604,13.152983292913136,19.183725005151203,16.49260353297685,11.34304238327085,14.26433431347251
4,6.843717924598241,4.308561745991248,4.946492112692084,10.196682903513956,-0.0,5.0435702785156975,7.491421613621498,10.176642937784237,3.7479793301265167,17.90373572616127,9.358238253501321,6.186531449636635,7.053600242002922,6.418544316867662,8.201714483446164,3.2857169666410684,13.251608237981586,2.1807495911196857,8.637970379919611,13.052816103692107,4.252122089149715,5.895742850383153,6.384295262610554,21.070084939803447,11.507690775053472,14.411405859548577
5,2.50560399025126,4.359350115246968,9.379700629971639,17.56120567758077,5.0435702785156975,-0.0,3.586978544621371,8.478352939141132,4.069048840220293,14.342707221224098,7.763674633887741,3.234070544819122,6.646432335348265,4.2197200573374065,6.95063487580221,6.341878103943935,15.53091720715487,4.57660729240161,4.781623965353847,8.774667875127815,3.3667278125163724,3.4002919848990376,3.672479052497605,23.662332604679584,13.943463681566076,10.547360800655394
6,2.3858090549648514,6.031104374835687,12.223439113242076,20.256125663615354,7.491421613621498,3.586978544621371,-0.0,5.37437758430342,5.625535974612465,8.651609587536644,4.809542579066115,5.530811103089575,6.266896256819139,4.373323683372581,6.436461225688801,9.392631024486082,15.527543959896422,7.091100610653859,3.307872637437586,6.884424311125897,4.929773230539876,4.33338999939038,2.9664910742023713,29.288354822480777,18.265890742827633,12.23832203113057
7,7.52068784663015,7.561148523612617,18.521737037360733,18.50836052390538,10.176642937784237,8.478352939141132,5.37437758430342,-0.0,5.2109617694911705,10.76897638402829,2.74567012955702,10.728575180099813,2.752382893315387,4.520326673177554,4.097937398398908,8.386380729381383,18.503791156191497,9.504000364143339,8.757254902788752,11.723817739446046,8.046083312283724,5.216891631356873,5.133259173206993,34.420162586873495,25.986032063274255,19.444207218167065
8,5.694913675814971,2.370880431614743,8.492466990178935,15.345707956318906,3.7479793301265167,4.069048840220293,5.625535974612465,5.2109617694911705,-0.0,14.79093325592071,5.4890968764252595,6.725551945206317,3.7694009979211294,4.151187852148394,3.953335919211881,5.985758370687274,13.350588767210905,4.650403421620456,7.748118480316905,11.098276144113989,4.957678167751312,3.753338489125933,4.462785826566211,27.650613960052194,17.018910082335417,14.600710972697994
9,11.493007346500411,17.316863474524613,26.63916225757064,25.934325329275698,17.90373572616127,14.342707221224098,8.651609587536644,10.76897638402829,14.79093325592071,-0.0,9.278629727891799,15.59532051948197,16.37316574054652,13.370477334896119,12.434234402987265,15.911502946051181,18.07234758197549,16.707845090498026,9.165789494608566,10.982322343894996,14.04902786117512,9.595742071189719,10.485218283462608,38.93686264908078,30.25888791838153,21.424191412600027
