avg,cen
12.70111111111111,13.97
15.393333333333333,15.14
17.33111111111111,16.9
19.09,18.94
20.781111111111112,21.95
22.76111111111111,23.95
24.89777777777778,27.35
24.876666666666665,26.76
21.194444444444443,20.01
17.05333333333333,14.59
15.265555555555554,14.05
13.616666666666667,11.6
12.246666666666664,11.57
9.841111111111111,12.07
9.532222222222222,10.98
10.537777777777778,10.62
10.916666666666666,10.57
10.955555555555556,10.73
11.83,11.4
12.242222222222223,11.88
12.265555555555556,10.81
12.662222222222221,10.44
12.872222222222222,10.87
12.922222222222224,10.15
