avg,cen
12.136538461538462,12.31
12.219615384615382,12.05
12.143461538461539,12.01
12.00961538461538,12.6
12.00423076923077,11.87
11.694230769230769,11.01
10.675384615384615,10.48
10.518461538461537,10.61
10.358846153846155,10.21
10.474999999999998,10.14
10.726923076923075,10.15
10.801153846153843,10.5
10.870000000000001,10.58
10.90576923076923,10.51
10.986923076923075,10.9
11.082307692307692,11.28
10.980384615384615,10.83
10.98923076923077,10.89
10.884615384615383,10.66
11.297692307692309,10.7
12.299230769230768,12.65
12.158846153846154,11.96
12.24,12.2
12.281538461538462,12.12
