,49
p,-49.0
k,1
db,0.0
cp,21.534247215089923
sp,0.0
gyh_db,0.0
gyh_cp,1.0
gyh_sp,1.0
zb,0.5
exemplars,[3]
labels,[3 3 3 3 3 3]
