,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,-0.0,10.880478920371718,15.629843376296602,12.982182962692484,12.676452044159868,16.662513588972,11.652263074523624,12.819912565795502,13.889624781572705,18.291636826602605,9.435053514292008,8.89432987573634,18.489567519940845,12.838879074160303,14.043394861957438,11.938413675711095,9.107722788010214,13.517337587984828,17.580168187760105,13.327786599629524,11.897046350632772,10.329837918531414,17.634264860717483,14.42238903681194,15.795766830663347,11.757055845822602,13.431147976244326,15.165534580563527,13.145492975697765,14.512767007165941,14.278817065788019,13.066504477461221,15.650499365782359,14.142959291329511,9.679920055181642,13.479471179463793,11.683554655136545
1,10.880478920371718,-0.0,7.643026742956393,11.41259548874624,11.130838047810522,16.40174365421236,12.480533244360343,10.74105097417959,7.650196113685141,14.334092734773794,7.569510855917413,10.634846306313648,11.425353600023335,8.026973338180618,12.054642938872439,9.201560301247335,6.922282294046288,10.016284418716781,9.58850926545956,11.105289808279364,8.228690939343817,8.755261272457417,14.737066694018708,12.847636843173849,12.11916251802218,9.179894383624436,8.545967054318618,9.03118448134647,8.85028615808442,8.73087035977279,10.48843850869475,9.479837478498474,14.918094324959233,18.390719101012568,8.371514469735883,11.932823806225231,8.704841703062613
2,15.629843376296602,7.643026742956393,-0.0,14.758072856077153,10.55777732115544,12.573054825871495,13.55267560683519,13.046576411607326,9.144199481897152,11.84709505269705,10.77023789892406,11.052958945013156,9.103420085475195,10.68331751174366,12.157694756443933,9.766519104485171,8.898434568333474,13.091185424432014,16.034440552488643,14.445206161312607,10.291158654510868,14.621213394050054,15.703777285706016,13.655211343135209,14.61088887609485,10.66782874098468,7.936864425747481,14.987634463168531,9.934376513135012,8.60261473064819,10.670984351697488,10.145343018522729,13.424271674783236,18.551142307789565,11.580899882252059,10.564398936741,11.179428206662854
3,12.982182962692484,11.41259548874624,14.758072856077153,-0.0,11.452827931054106,17.415959532761914,8.408414972844353,12.337821408923963,12.646745769183571,18.739228146121974,10.561596278770956,10.124889239994669,16.554609569450264,10.736213865703517,12.899924904073567,12.282978467825664,9.912626964062456,10.329538890783883,9.682868377948502,9.78901031183187,12.927491357502943,11.103643726174903,11.902831584768142,10.91233032141118,10.24948151454355,11.047545184366504,7.99158429114789,13.158697685552415,10.757088953981684,11.501041624809615,16.05026135230083,12.865370452734503,13.329315520885267,15.372828160812102,10.272106093896364,15.518173680785436,13.372965926919852
4,12.676452044159868,11.130838047810522,10.55777732115544,11.452827931054106,-0.0,12.139184705084002,6.122846062336412,12.899811138384319,10.571377022396177,13.32590848292297,9.151187909535723,12.96693709687188,14.258361062950938,11.089611713155119,13.252319432785697,11.695098623242773,8.731760565217392,9.616067928814076,11.981359707894212,10.070229802364095,7.0035633457500746,8.89052319654975,12.03471027068684,10.587487511094283,12.319372446387801,7.488326111898617,8.832400051101757,13.502684882494732,10.60228428866015,11.122603118329332,10.60396420028942,11.77364420694085,15.757521558100125,15.239690924262206,11.061078423879007,14.043295852102156,14.23597589261187
5,16.662513588972,16.40174365421236,12.573054825871495,17.415959532761914,12.139184705084002,-0.0,10.413836919528329,17.705305867460023,12.636186976210709,17.919360614554545,16.667482432573777,13.076990201738456,9.567467902530352,13.129225599044979,27.623866826395876,15.442658173012719,11.419853623723027,19.400979990126253,22.524440411105523,16.750056949235102,16.118014536659455,9.51810231963269,13.03435791090767,13.223340611882506,23.602970106012556,20.028280596079842,12.339588523834111,15.57788199428893,15.461602172783682,14.017556099310218,19.251641710784746,19.368781831091514,15.651587979212339,12.638687665247536,12.017395344834133,18.096375224324134,14.82932417625429
6,11.652263074523624,12.480533244360343,13.55267560683519,8.408414972844353,6.122846062336412,10.413836919528329,-0.0,12.874960498051234,11.312608782202455,20.078116564956144,11.363541180185607,10.169607999856611,16.794061185152298,11.96601793502533,16.30314531523094,13.115006223627171,9.841810654211258,9.949321359842239,9.288026150733945,9.627539754981147,9.072069598184546,7.54361776369643,12.666864465659986,8.772991286976628,13.314620310197567,10.308898411599737,10.6976601611724,15.372844296573144,12.873897686724446,12.147236601423423,13.989921444382198,13.907484891058862,15.741207854521697,12.217595685409757,9.96838777314834,17.11027626826324,14.931263600925151
7,12.819912565795502,10.74105097417959,13.046576411607326,12.337821408923963,12.899811138384319,17.705305867460023,12.874960498051234,-0.0,14.882084491086022,15.770087625770024,14.207542093974787,10.185673242140865,17.001532272325274,10.178075714971135,9.701803787160848,12.180915050350507,6.783326164789272,13.344148672925986,15.380431979957027,14.115575651625258,15.10104091414919,13.031336975768033,16.595172711395303,16.424107645805535,12.406736468157735,14.407151966321232,11.589723518415195,11.649929417164206,12.983484163081501,11.869364961677878,11.372329544390425,11.32936905992672,10.89253113011291,15.81086518029604,9.933149095756209,15.749313256164559,13.005113313657814
8,13.889624781572705,7.650196113685141,9.144199481897152,12.646745769183571,10.571377022396177,12.636186976210709,11.312608782202455,14.882084491086022,-0.0,12.414907376682589,10.62492150695693,11.913906494073352,10.031266871949827,10.03910328028938,16.956293596166255,12.33901929693525,8.726321443158666,9.834492458505542,12.76203992001328,10.741957745720184,8.29473427732128,12.827700437189588,15.301699653150434,15.25207984409999,12.731774055354053,9.653751608775039,11.164707138819175,14.152345454130979,7.899705653238034,7.609324087003774,13.228996628934206,10.121618323731573,9.73291378962805,18.595355274271025,10.536415785261912,15.647882667731912,11.615530635692767
9,18.291636826602605,14.334092734773794,11.84709505269705,18.739228146121974,13.32590848292297,17.919360614554545,20.078116564956144,15.770087625770024,12.414907376682589,-0.0,14.344746495967625,18.17041453447565,14.1477929169875,17.489500169210217,14.71486859917721,16.00031464777556,12.727234552280184,16.730897887612795,18.58774914567922,17.795961234231353,13.439243032236584,14.457162881404829,20.155200576035455,18.34128802423404,17.843818908141202,8.849416457309454,13.481560427153168,14.803531501946837,11.83253753142653,11.101969131275784,14.260415519746207,13.111374705088508,14.0178091758004,17.427030285791794,12.761339414231147,13.439229534425754,15.895711134642731
10,9.435053514292008,7.569510855917413,10.77023789892406,10.561596278770956,9.151187909535723,16.667482432573777,11.363541180185607,14.207542093974787,10.62492150695693,14.344746495967625,-0.0,10.766184776703865,10.358631471883372,12.592154744035307,11.468744957537798,10.417651034810739,8.273223831807114,9.15553788648689,13.948458078642158,9.678418336448733,8.216968572705627,7.758321615256414,15.521099861098103,12.887390956224031,11.692253354066823,6.873830320283927,10.295550872732926,11.955930486956307,7.271243331317175,11.670439046387482,13.756473056523122,10.04105620037356,16.399355939930068,18.162129334453585,11.160447439587891,13.625227838860745,12.123041089407373
