,21
p,-27.0
k,2
db,0.26025422461503994
cp,2.887067443737783
sp,22.186517417792118
gyh_db,0.0
gyh_cp,0.8228547898268274
gyh_sp,0.0
zb,0.20571369745670684
exemplars,[ 5 51]
labels,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5 51  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5]"
