avg,cen
34.628571428571426,33.33
36.120000000000005,33.86
35.863571428571426,33.35
36.96999999999999,37.31
36.043571428571425,33.75
36.881428571428565,36.37
36.85571428571429,35.1
39.280714285714275,37.77
40.167142857142856,37.24
39.51,37.69
38.43500000000001,36.78
37.066428571428574,35.84
35.24214285714285,35.71
34.886428571428574,34.17
33.83714285714286,34.47
33.50714285714286,32.85
31.276428571428575,33.01
30.743571428571425,31.69
31.009999999999998,31.33
31.317142857142862,30.1
32.06428571428572,30.02
33.112857142857145,31.82
32.845,32.27
33.674285714285716,33.75
