avg,cen
87.03333333333332,89.01
85.05333333333333,91.3
82.70083333333334,92.31
81.74,93.53
81.99083333333333,92.21
85.57333333333334,95.73
86.015,98.75
86.6025,98.14
85.70333333333332,96.47
84.34249999999999,95.6
81.69166666666666,87.85
80.86833333333334,87.15
81.39333333333333,86.9
85.135,91.36
91.25333333333333,96.06
92.98583333333335,103.4
97.94249999999998,102.38
102.60333333333331,101.83
105.36666666666666,101.58
103.93333333333334,100.46
101.96749999999999,105.43
100.71416666666666,103.61
92.72166666666668,98.24
87.71083333333335,91.2
